user_id,movie_id,rating,timestamp
2,592,4,978297757
2,1782,4,978297777
2,2105,4,978297777
2,885,4,978297805
2,2232,2,978297837
2,516,4,978297837
2,588,3,978297867
2,2343,4,978297867
2,954,5,978298079
2,2694,3,978298103
2,2586,3,978298147
2,2936,4,978298147
2,1180,4,978298147
2,1102,5,978298166
3,1010,3,978293924
3,926,4,978293964
3,446,4,978294008
3,2980,5,978294008
3,3033,1,978294008
3,1173,5,978294199
3,996,2,978294199
3,998,5,978294199
3,241,5,978294199
3,2002,4,978294230
3,1001,5,978294230
3,1697,5,978294230
3,2542,5,978294230
3,2302,5,978294230
3,1014,4,978294260
3,3185,4,978294260
4,756,4,978241072
4,2325,1,978241072
4,767,4,978241072
4,1048,5,978241112
4,332,1,978241112
4,1853,1,978241390
4,947,1,978241390
4,2458,4,978241390
4,2295,3,978241434
4,2637,2,978241434
4,2586,5,978241556
4,2505,4,978241981
4,1992,5,978241981
4,3263,3,978241981
4,2377,4,978241981
4,2603,4,978242016
4,922,2,978242080
4,2366,3,978242080
4,2693,1,978242323
4,2217,5,978242323
4,2925,3,978242323
4,2926,3,978242541
4,2550,4,978242541
4,2064,3,978242541
4,2324,3,978242607
4,2203,4,978242607
4,1971,4,978242607
4,2222,2,978242607
4,1957,4,978242640
4,2026,4,978242679
4,761,5,978242740
4,2342,2,978242788
4,2331,4,978242788
4,816,3,978242847
4,1682,3,978242934
4,277,3,978242934
4,23,1,978242934
4,2187,4,978242977
4,1275,4,978242977
4,2302,4,978242977
4,2031,5,978243054
4,2663,3,978243054
4,2369,3,978243054
4,2747,2,978243085
4,2309,4,978243085
4,2413,2,978243085
4,1737,2,978243121
4,2329,3,978243121
4,1975,5,978243121
4,3270,2,978243170
4,2576,4,978243170
4,3114,3,978243803
4,3077,2,978243803
4,3022,2,978243869
4,3226,1,978243896
4,3021,1,978243896
4,3276,3,978243937
4,1041,3,978244001
4,467,1,978244001
4,1359,3,978244025
4,1697,2,978244053
4,883,5,978244114
4,2665,5,978244114
4,274,4,978244177
4,549,4,978244177
4,295,3,978244177
4,1013,5,978244177
4,561,4,978244177
4,48,5,978244205
4,1442,3,978244205
4,918,5,978244205
4,628,4,978244493
4,721,2,978244493
4,993,5,978244493
4,744,4,978244493
4,2196,5,978244493
4,1435,3,978244517
4,835,5,978244540
4,681,2,978244540
4,1419,3,978244540
4,1308,3,978244540
4,3210,2,978244568
4,1931,4,978244568
4,160,4,978244568
4,525,4,978244603
4,1487,3,978244603
4,1451,4,978244603
4,32,4,978244603
4,146,4,978244624
4,1582,3,978244624
4,1924,3,978244667
4,1385,4,978244667
4,39,4,978244692
4,2073,2,978244759
4,977,5,978244759
4,638,4,978244759
4,540,3,978244808
4,34,3,978244808
4,1933,5,978244808
4,1825,1,978244808
4,1225,4,978244830
4,2737,5,978244852
4,973,4,978244852
4,427,3,978244893
4,2818,4,978244893
4,31,4,978244962
4,2632,3,978244962
4,2933,3,978244962
4,1273,3,978244962
4,37,3,978245037
4,246,3,978245037
4,1288,4,978245037
4,28,5,978245065
4,3007,3,978245065
4,2811,4,978245065
4,924,4,978245065
4,1077,1,978245314
4,1386,3,978245314
4,1592,3,978245314
4,1373,4,978245314
4,1266,3,978245314
4,1455,4,978245334
4,726,4,978245334
4,45,3,978245334
4,2594,3,978245422
4,198,3,978245422
4,1961,4,978245445
4,2488,4,978245445
4,253,3,978245487
4,1293,4,978245513
4,1472,4,978245513
4,1337,1,978245548
4,1558,4,978245568
4,1279,4,978245568
4,1995,3,978245568
4,15,3,978245645
4,2511,1,978245645
4,1178,4,978245645
4,1352,4,978245645
4,2680,1,978245645
4,1462,2,978245663
4,463,3,978245687
4,1239,3,978245695
4,2020,3,978245708
4,1725,1,978245740
4,1453,5,978245740
4,641,1,978245763
4,134,2,978245763
4,1450,4,978245763
4,1444,1,978245763
4,1990,3,978245790
4,2547,2,978245790
4,475,4,978245829
4,206,3,978245829
4,1210,3,978245829
4,333,2,978245829
4,324,4,978245863
4,298,3,978245863
5,2655,4,978236075
5,1675,4,978236122
5,760,4,978236122
5,881,4,978236219
5,3039,4,978236219
5,1010,3,978236219
5,16,4,978236383
5,353,3,978236383
5,1219,4,978236383
5,1094,3,978236519
5,3169,3,978236519
5,3182,4,978236567
5,1748,4,978236567
5,1767,3,978236567
5,1409,4,978236567
5,2409,4,978236612
5,1628,3,978236612
5,917,5,978236670
5,3009,5,978236670
5,2042,5,978236670
5,930,4,978236670
5,2104,3,978236670
5,3030,3,978236719
5,989,4,978236771
5,2458,1,978236809
5,2032,4,978236809
5,532,4,978236876
5,1499,3,978236876
5,1749,3,978236975
5,2138,3,978236975
5,0,4,978237008
5,1959,3,978237034
5,547,3,978237232
5,2556,5,978237273
5,274,2,978237379
5,706,4,978237444
5,32,4,978237444
5,551,4,978237511
5,545,4,978237511
5,340,4,978237570
5,46,5,978237570
5,1423,5,978237570
5,182,5,978237570
5,1314,4,978237570
5,1167,5,978237691
5,869,4,978237691
5,874,5,978237767
5,3097,5,978237767
5,762,5,978237767
5,1616,5,978237767
5,867,4,978237767
5,1686,3,978237813
5,3095,3,978237813
5,3101,3,978237813
5,359,4,978237909
5,247,4,978237909
6,1068,4,978234581
6,446,4,978234607
6,996,5,978234632
6,408,4,978234632
6,1021,4,978234659
6,3270,3,978234737
6,588,4,978234737
6,3077,3,978234737
6,3233,4,978234737
6,1666,5,978234737
6,1697,5,978234786
6,104,5,978234786
6,2196,5,978234786
6,423,5,978234786
6,546,5,978234786
6,1352,5,978234786
6,353,3,978234810
6,2933,3,978234810
6,440,5,978234842
6,1323,4,978234842
6,5,4,978234842
6,2511,5,978234842
6,641,5,978234842
6,722,4,978234874
7,1010,4,978228789
7,105,5,978228832
7,2992,4,978228882
7,756,5,978228882
7,1320,4,978228960
7,446,5,978228960
7,546,5,978229138
7,369,2,978229138
7,2816,5,978229138
7,1697,5,978229138
7,2302,5,978229138
7,2933,3,978229138
7,104,5,978229172
7,2511,5,978229172
7,2196,5,978229172
7,2818,5,978229204
7,519,4,978229204
7,353,4,978229204
7,2063,5,978229204
7,147,5,978229246
7,2687,5,978229246
7,2122,2,978229293
7,1585,5,978229293
7,1323,4,978229293
7,1920,3,978229293
7,641,3,978229347
7,1675,3,978229347
7,2807,5,978229347
7,325,4,978229347
7,2308,5,978229347
7,2218,2,978229391
7,266,5,978229391
7,24,5,978229477
7,2032,5,978229524
7,1063,5,978229524
7,37,3,978229571
7,16,4,978229571
7,246,4,978229571
7,1075,3,978229614
7,1456,4,978229614
7,894,3,978229614
7,1375,5,978229702
7,1933,5,978229702
7,1179,5,978229702
7,2458,5,978229817
7,1013,5,978229817
7,493,4,978229857
7,274,5,978229857
7,561,5,978229857
7,1967,5,978229900
7,1435,5,978229900
7,2811,3,978229957
7,2904,3,978229979
7,34,4,978230013
7,1451,4,978230013
7,2803,3,978230013
7,1239,4,978230052
7,2505,3,978230052
7,15,4,978230095
7,1974,3,978230120
7,2296,4,978230152
7,2801,3,978230184
7,525,5,978230184
7,2594,3,978230227
7,313,5,978230248
7,2723,3,978230248
7,55,5,978230286
7,69,4,978230286
7,1408,5,978230356
7,503,3,978230391
7,2797,4,978230391
7,941,4,978230391
7,1194,5,978230391
7,145,3,978230435
7,474,3,978230435
7,1962,3,978230483
7,472,3,978230483
7,2077,4,978230550
7,2722,5,978230550
7,1522,4,978230577
7,1395,3,978230611
7,134,4,978230611
7,490,5,978230611
7,1413,5,978230649
7,2685,4,978230666
7,442,3,978230687
7,13,4,978230756
7,1147,4,978230800
7,1444,5,978230800
7,2757,4,978230852
7,1913,3,978230852
7,1417,4,978230852
7,1388,5,978230886
7,2320,3,978230886
7,1332,4,978230943
7,2311,3,978230943
7,590,5,978230943
7,321,3,978230943
7,234,5,978230943
7,23,4,978230966
7,1362,3,978230966
7,2171,3,978231031
7,1502,2,978231031
7,1427,3,978231121
7,250,4,978231121
7,135,4,978231150
7,420,3,978231173
7,431,5,978231173
7,1939,3,978231252
7,2298,3,978231429
7,1246,3,978231493
8,3231,4,978224859
8,1630,5,978224859
8,760,4,978224879
8,1010,4,978224893
8,2749,3,978224908
8,1021,4,978224908
8,3379,3,978225153
8,3411,3,978225177
8,493,5,978225303
8,1032,3,978225303
8,549,5,978225314
8,1013,4,978225314
8,48,4,978225333
8,2458,4,978225333
8,958,4,978225333
8,768,3,978225401
8,1105,4,978225429
8,2302,4,978225429
8,1307,2,978225489
8,3018,3,978225570
8,2925,4,978225570
8,3270,4,978225581
8,3235,2,978225613
8,3113,4,978225671
8,2839,4,978225686
8,3200,3,978225709
8,2842,2,978225718
8,3021,3,978225730
8,2967,2,978225746
8,3301,2,978225758
8,2994,2,978225778
8,2723,3,978225827
8,295,5,978225883
8,561,4,978225898
8,633,4,978225898
8,648,4,978225898
8,1697,5,978225908
8,1435,4,978225924
8,1359,4,978225924
8,2694,4,978225952
8,0,5,978225952
8,2217,2,978225952
8,1023,4,978225968
8,918,4,978225968
8,2734,3,978225984
8,2196,5,978225984
8,2369,4,978225984
8,1106,3,978226006
8,423,5,978226006
8,146,4,978226023
8,2594,3,978226041
8,134,3,978226041
8,24,4,978226041
8,1992,4,978226054
8,1063,4,978226066
8,1962,5,978226066
8,1179,3,978226081
8,2722,4,978226081
8,45,5,978226093
8,1485,3,978226109
8,1375,4,978226109
8,1266,4,978226123
8,2550,4,978226123
8,353,3,978226150
8,1404,3,978226150
8,1223,3,978226150
8,1592,5,978226165
8,2804,4,978226165
8,205,4,978226165
8,1832,4,978226197
8,1148,4,978226207
8,2806,4,978226216
8,1327,5,978226233
8,1444,5,978226248
8,668,5,978226248
8,1239,4,978226248
8,895,4,978226261
8,1133,3,978226261
8,379,3,978226261
8,278,4,978226277
8,2488,5,978226291
8,1480,4,978226291
8,1417,4,978226302
8,474,3,978226315
9,553,4,978224375
9,647,3,978224375
9,720,3,978224375
9,1010,4,978224400
9,1617,4,978224400
9,1080,5,978224549
9,3231,5,978224549
9,515,3,978224549
9,1951,5,978224549
9,2458,3,978224627
9,1701,3,978224675
9,446,4,978224705
9,2398,4,978224705
9,2729,5,978224705
9,1300,4,978224749
9,1801,4,978224779
9,2270,4,978224779
9,3159,5,978224779
9,2035,4,978224821
9,588,4,978224925
9,2759,4,978225033
9,2992,4,978225050
9,2925,4,978225070
9,3119,3,978225428
9,1004,4,978225456
9,2369,5,978225541
9,958,5,978225541
9,767,5,978225561
9,1596,3,978225599
9,1033,4,978225630
9,506,5,978225630
9,998,5,978225630
9,2623,5,978225682
9,1091,4,978225682
9,1941,5,978225682
9,760,3,978225708
9,1068,4,978225735
9,1623,3,978225735
9,1089,5,978225735
9,2694,4,978225759
9,1100,5,978225779
9,1014,4,978225800
9,908,5,978225800
9,1015,4,978225824
9,909,5,978225824
9,104,4,978225853
9,1001,2,978225853
9,761,3,978225900
9,545,4,978225900
9,205,2,978225900
9,1076,5,978225922
9,802,5,978225922
9,2513,5,978225922
9,2324,4,978225952
9,1092,4,978225952
9,1173,3,978225952
9,3339,3,978225997
9,2621,3,978225997
9,2586,4,978226026
9,867,5,978226068
9,3185,3,978226103
9,2838,4,978226103
9,546,4,978226128
9,258,3,978226147
9,1974,5,978226165
9,2550,3,978226165
9,2471,4,978226186
9,2765,3,978226212
9,2675,4,978226212
9,774,4,978226212
9,2983,5,978226231
9,1052,3,978226254
9,3155,4,978226287
9,1962,5,978226287
9,1194,4,978226287
9,134,5,978226319
9,1669,5,978226319
9,1417,5,978226319
9,2762,4,978226349
9,1069,5,978226349
9,2885,5,978226378
9,1323,5,978226401
9,2133,5,978226402
9,683,5,978226425
9,2463,4,978226443
9,0,5,978226474
9,801,5,978226474
9,1067,5,978226500
9,2667,5,978226500
9,1992,4,978226500
9,3031,2,978226500
9,1105,5,978226546
9,1048,3,978226572
9,913,4,978226698
9,340,4,978226698
9,2966,5,978226739
9,1767,5,978226739
9,164,2,978226766
9,1616,5,978226805
9,3186,2,978226805
9,762,5,978226805
9,332,5,978226833
9,2649,2,978226866
9,1051,5,978226866
9,1747,4,978226866
9,3182,5,978226866
9,2159,4,978226866
9,3205,4,978226896
9,1933,4,978226896
9,550,5,978226913
9,2677,5,978226951
9,1029,4,978226968
9,344,4,978227003
9,1707,4,978227003
9,2411,5,978227003
9,544,5,978227028
9,768,5,978227029
9,592,4,978227051
9,59,5,978227051
9,2128,4,978227087
9,2680,3,978227105
9,2886,3,978227125
9,2806,4,978227143
9,791,4,978227166
9,2543,4,978227166
9,1191,4,978227188
9,2473,5,978227188
9,766,5,978227215
9,763,5,978227215
9,504,5,978227239
9,1388,5,978227239
9,548,4,978227263
9,932,4,978227263
9,1708,3,978227300
9,1055,5,978227300
9,917,5,978227300
9,1041,5,978227300
9,1943,5,978227317
9,1959,4,978227336
9,2904,4,978227379
9,1085,3,978227425
9,1636,5,978227442
9,851,3,978227462
9,2798,4,978227481
9,293,5,978227503
9,1590,4,978227503
9,2275,4,978227529
9,819,5,978227551
9,99,3,978227551
9,2666,4,978227574
9,2007,4,978227625
9,1936,4,978227625
9,1147,5,978227625
9,547,5,978227646
9,1745,4,978227646
9,1670,4,978227669
9,1839,5,978227669
9,811,5,978227669
9,2232,4,978227696
9,2890,5,978227696
9,6,4,978227763
9,858,4,978227763
9,1672,4,978227807
9,1803,4,978227842
9,2557,4,978227848
9,3184,3,978227871
9,1146,5,978227871
9,1020,4,978227912
9,1782,5,978227934
9,1279,3,978227961
9,1687,4,978227993
9,1748,5,978228053
9,2625,4,978228053
9,864,4,978228074
9,2029,4,978228074
9,2105,5,978228118
9,1680,4,978228118
9,930,4,978228153
9,3008,5,978228153
9,552,4,978228174
9,1681,5,978228174
9,2236,5,978228212
9,1162,4,978228212
9,1827,5,978228212
9,1592,5,978228288
9,1159,4,978228288
9,3391,4,978228307
9,2353,5,978228307
9,2745,4,978228364
9,3187,2,978228364
9,2241,3,978228408
9,604,3,978228408
9,871,4,978228428
9,1219,5,978228451
9,3285,5,978228451
9,3087,5,978228525
9,870,4,978228546
9,1712,3,978228575
9,1684,5,978228601
9,3100,3,978228601
9,880,5,978228601
9,294,4,978228625
9,670,5,978228625
9,2810,5,978228644
9,1470,4,978228655
9,859,3,978228726
9,2803,3,978228727
9,543,3,978228747
9,1749,3,978228754
9,1778,4,978228798
9,270,4,978228798
9,2088,4,978228798
9,1757,4,978228820
9,1804,3,978228848
9,508,4,978228848
9,234,5,978228886
9,3009,5,978228911
9,309,3,978228911
9,2059,5,978228930
9,2655,4,978228930
9,1713,4,978228966
9,1710,5,978228989
9,1776,4,978229007
9,1411,4,978229028
9,944,5,978229075
9,1761,4,978229097
9,2067,5,978229147
9,305,5,978229147
9,1799,4,978229171
9,855,5,978229171
9,1791,3,978229208
9,2072,5,978229227
9,1372,4,978229266
9,786,4,978229273
9,1135,3,978229295
9,1167,5,978229336
9,320,4,978229343
9,1320,5,978229389
9,346,3,978229389
9,1721,4,978229409
9,953,4,978229435
9,1674,4,978229459
9,1714,4,978229459
9,402,4,978229498
9,1158,4,978229517
9,945,4,978229562
9,1671,4,978229562
9,327,4,978229562
9,1716,5,978229624
9,1760,4,978229624
9,1192,5,978229624
9,2060,5,978229666
9,1955,4,978229666
9,699,5,978229716
9,263,5,978229716
9,920,3,978229753
9,1557,2,978229772
9,2727,2,978229791
9,229,5,978229811
9,1164,3,978229894
9,2954,2,978229894
9,137,3,978229917
9,170,3,978229938
9,3288,4,978229959
9,2129,4,978229979
9,1329,4,978229979
9,3171,3,978230022
9,1802,4,978230063
9,2011,4,978230090
9,46,4,978230090
9,191,4,978230132
9,2679,3,978230170
9,2014,3,978230187
9,1587,3,978230230
9,1275,3,978230230
9,1425,4,978230253
9,2377,4,978230253
9,1628,5,978230330
9,1314,3,978230330
9,662,4,978230330
9,507,4,978230386
9,186,4,978230426
9,1326,4,978230461
9,2429,4,978230540
9,2805,3,978230540
9,3340,3,978230562
9,2160,3,978230586
9,23,3,978230586
9,1758,3,978230593
9,2815,3,978230671
9,2906,3,978230736
9,2041,4,978230754
9,1111,3,978230837
9,854,3,978230923
9,1739,4,978230923
9,486,4,978230923
9,674,3,978230946
9,869,3,978230946
9,3411,4,978295480
9,1734,3,979167600
9,746,4,979167630
9,2032,5,979167660
9,1063,5,979167660
9,997,5,979167660
9,747,4,979167758
9,3152,4,979167795
9,1792,5,979167795
9,1375,2,979167795
9,1045,3,979167795
9,1444,3,979167842
9,1675,3,979167842
9,817,3,979167867
9,1775,5,979167867
9,333,5,979167887
9,1084,5,979167906
9,750,5,979167926
9,315,5,979167945
9,780,2,979167985
9,894,5,979168008
9,1129,5,979168036
10,998,4,978218913
10,544,3,978219045
10,3235,3,978219385
10,295,5,978219547
10,48,5,978219607
10,549,5,978219607
10,2458,5,978219634
10,561,5,978219667
10,1435,5,978219701
10,2685,5,978219702
10,835,5,978219733
10,918,5,978219776
10,2933,5,978219776
10,1148,5,978219776
10,1063,3,978219815
10,2369,5,978219815
10,661,5,978219869
10,668,4,978219895
10,1485,5,978219917
10,508,5,978219917
10,2203,5,978220030
10,1967,5,978220030
10,989,4,978220319
10,406,2,978220361
10,1592,5,978220393
10,2734,4,978220432
10,2723,4,978220521
10,553,3,978220521
10,407,3,978220561
10,2806,3,978220577
10,894,4,978220622
10,230,3,978220645
10,2320,1,978220669
10,321,4,978220669
10,2550,5,978220687
10,446,4,978220743
10,828,1,978220829
10,481,3,978220867
10,2318,3,978220867
10,1585,4,978220867
10,1462,3,978220867
10,1943,4,978220896
10,420,2,978220930
10,1264,3,978221017
10,2749,4,978221047
10,2747,3,978221069
10,2687,3,978221143
10,515,3,978221164
10,880,2,978221225
10,447,5,978221260
10,1320,1,978221307
10,2800,1,978221581
10,1311,5,978221617
10,318,3,978221632
10,1432,4,978221676
10,2314,2,978902286
10,2586,4,978902286
10,1559,2,978902286
10,81,1,978902286
10,1219,3,978902349
10,104,3,978902349
10,547,3,978902349
10,1408,3,978902350
10,1992,1,978902350
10,34,3,978902405
10,2681,1,978902406
10,227,4,978902439
10,1013,4,978902439
10,2252,2,978902477
10,3007,2,978902477
10,253,2,978902477
10,1302,4,978902521
10,496,3,978902521
10,1924,4,978902522
10,45,3,978902560
10,1773,3,978902560
10,2032,2,978902561
10,1417,1,978902586
10,624,1,978902586
10,2411,5,978902902
10,1180,4,978902965
10,954,4,978902965
10,1042,4,978903024
10,1057,3,978903041
10,1105,3,978903076
10,909,4,978903076
10,1959,3,978903107
10,2914,1,978903107
10,1086,4,978903107
10,2513,5,978903129
10,2482,3,978903186
10,2398,4,978903186
10,332,5,978903209
10,2373,4,978903209
10,1839,4,978903278
10,3055,1,978903278
10,997,5,978903297
10,1076,3,978903297
10,2963,4,978903351
10,3100,4,978903365
10,1995,2,978903379
10,333,1,978903395
10,2745,2,978903658
10,1776,5,978903658
10,2402,5,978903701
10,2706,4,978903701
10,3285,5,978903728
10,1802,1,978903743
10,2353,4,978903773
11,1377,3,978218568
11,782,2,978218568
11,2231,1,978218568
11,839,4,978218568
11,3262,3,978218568
11,2816,4,978218916
11,1101,4,978218916
11,998,5,978218949
11,720,5,978218949
11,1021,5,978218949
11,3363,4,978218949
11,693,3,978218949
11,1032,3,978220120
11,767,5,978220120
11,994,4,978220179
11,105,5,978220179
11,549,5,978220193
11,3142,4,978220216
12,997,4,978201320
12,1089,4,978201320
12,996,5,978201342
12,1122,4,978201342
12,274,4,978201368
12,3227,3,978201368
12,926,5,978201368
12,295,4,978201660
12,493,5,978201660
12,549,5,978201672
12,1697,4,978201687
12,1223,3,978201711
12,48,4,978201724
12,2196,5,978201740
12,1179,3,978201740
12,1352,3,978201761
12,104,4,978201777
12,2296,4,978201777
12,423,2,978201811
12,1032,3,978201811
12,546,5,978201811
12,2933,3,978201825
12,1675,3,978201843
12,1146,4,978201843
12,1210,3,978201843
12,1287,4,978201859
12,1157,3,978201859
12,9,3,978201884
12,1159,4,978201884
12,1323,4,978201884
12,20,3,978201884
12,2511,3,978201927
12,356,3,978201927
12,670,4,978201927
12,588,3,978201927
12,2807,3,978201946
12,149,3,978201946
12,344,2,978201969
12,2232,3,978201969
12,1445,3,978201969
12,2241,3,978201987
12,305,4,978201987
12,425,3,978202039
12,1164,3,978202039
12,1425,3,978202057
12,1300,4,978202073
12,643,4,978202073
12,885,3,978202073
12,2231,3,978202089
12,1761,3,978202089
12,1248,3,978202104
12,1671,3,978202104
12,137,3,978202125
12,483,3,978202151
12,401,3,978202151
12,767,4,978202201
12,998,5,978202201
12,1060,4,978202201
12,1004,5,978202201
12,1085,5,978202219
12,241,5,978202219
12,547,4,978202246
12,904,3,978202246
12,1057,4,978202246
12,2470,3,978202282
12,1010,4,978202282
12,2932,3,978202283
12,2990,4,978202283
12,2576,3,978202328
12,446,4,978202328
12,1161,4,978202328
12,2653,1,978202328
12,947,4,978202328
12,800,3,978202328
12,949,3,978202328
12,1827,4,978202353
12,1163,3,978202353
12,325,3,978202353
12,1636,3,978202377
12,2253,3,978202377
12,548,3,978202377
12,2746,3,978202377
12,1772,3,978202393
12,3002,2,978202393
12,1713,4,978202417
12,1782,3,978202417
13,1891,3,978200300
13,1637,2,978200300
13,2566,3,978200300
13,2619,4,978200320
13,1651,1,978200340
13,2515,5,978200528
13,2429,2,978200645
13,2197,1,978200645
13,2458,3,978200645
13,2304,1,978200689
13,2586,5,978200689
13,2550,2,978200800
13,3077,4,978200828
13,2882,3,978200924
13,3113,3,978200924
13,2296,5,978200975
13,2302,4,978200975
13,2663,4,978201003
13,2032,4,978201003
13,2369,5,978201003
14,651,3,978196103
14,998,4,978196126
14,2936,4,978196170
14,1637,4,978196188
14,2749,4,978196210
14,3039,3,978196348
14,2429,4,978196348
14,1853,3,978196348
14,2458,4,978196348
14,2314,4,978196348
14,2592,2,978196389
14,2315,4,978196389
14,2729,4,978196389
14,2295,4,978196389
14,2586,2,978196418
14,2839,4,978196418
14,2304,4,978196418
14,2593,4,978196442
14,2377,1,978196442
14,2480,3,978196472
14,2925,4,978196499
14,2693,4,978196499
14,2220,3,978196499
14,2320,3,978196521
14,2550,3,978196521
14,2298,3,978196546
14,3077,5,978196546
14,3200,3,978196546
14,2327,3,978196579
14,2481,3,978196625
14,2289,3,978196625
14,2734,2,978196657
14,2745,4,978196657
14,2204,3,978196692
14,3113,3,978196692
14,2882,2,978196692
14,3233,5,978196741
14,2122,4,978196741
14,2216,3,978196775
14,2030,4,978196775
14,2032,4,978196817
14,2332,3,978196817
14,2369,4,978196817
14,2118,3,978196817
14,2442,4,978196848
14,2441,4,978196848
14,2311,1,978196848
14,2551,3,978196848
14,2747,4,978196848
14,3275,4,978196866
14,2370,3,978196866
14,104,5,978196933
14,1913,4,978196975
14,1671,3,978197004
14,1670,4,978197004
14,1669,4,978197004
14,3114,4,978197054
14,2060,3,978197100
14,3066,2,978197314
14,3040,2,978197348
14,1675,4,978197453
14,2511,4,978197453
14,356,3,978197453
14,1357,3,978197476
14,1323,2,978197476
14,1522,2,978197493
14,2232,1,978197517
14,3411,3,978197734
14,493,4,978197830
14,295,4,978197830
14,48,4,978197842
14,1697,4,978197856
14,2196,4,978197870
14,1435,4,978197887
14,69,4,978197903
14,274,3,978197928
14,278,4,978197928
14,2722,4,978197971
14,423,4,978197971
14,2723,4,978197985
14,446,4,978197998
14,1255,4,978198011
14,576,4,978198040
14,340,4,978198062
14,2933,3,978198062
14,1069,3,978198104
14,1592,4,978198104
14,45,4,978198104
14,2685,3,978198125
14,1485,3,978198125
14,2133,4,978198125
14,333,1,978198125
14,2027,3,978198150
14,490,4,978198150
14,1558,2,978198150
14,1352,4,978198169
14,332,4,978198169
14,1063,3,978198201
14,1375,2,978198201
14,99,4,978198235
14,31,3,978198235
14,2807,4,978198236
14,5,4,978198250
14,2505,3,978198266
14,2138,2,978198277
14,1959,2,978198301
14,3007,4,978198323
14,1133,3,978198323
14,127,4,978198350
14,1943,3,978198379
14,1350,3,978198379
14,3205,4,978198394
14,1480,3,978198394
14,686,4,978198420
14,1182,4,978198442
14,1556,3,978198442
14,1407,4,978198442
14,1366,4,978198456
14,504,4,978198469
14,2812,2,978198493
14,344,3,978198493
14,466,4,978198493
